disaster_number,fema_declaration,state,declaration_type,declaration_date,incident_type,incident_begin_date,incident_end_date,state_fips,county_code,designated_area,last_refresh
3454,EM-3454-WI,WI,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,55,000,Oneida Indian Reservation,2026-08-20T20:50:08.994Z
3454,EM-3454-WI,WI,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,55,000,Bad River Indian Reservation,2026-08-20T20:50:08.994Z
3454,EM-3454-WI,WI,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,55,000,Lac Courte Oreilles Indian Reservation,2026-08-20T20:50:08.994Z
3453,EM-3453-MN,MN,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,27,000,Lower Sioux Community (Indian Reservation),2026-08-20T20:50:08.994Z
3453,EM-3453-MN,MN,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,27,000,Red Lake Indian Reservation,2026-08-20T20:50:08.994Z
3453,EM-3453-MN,MN,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,27,000,Shakopee Community (Indian Reservation),2026-08-20T20:50:08.994Z
3453,EM-3453-MN,MN,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,27,000,Prairie Island Community (Indian Reservation),2026-08-20T20:50:08.994Z
3453,EM-3453-MN,MN,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,27,000,Ho-Chunk Reservation and Trust Lands (Also WI),2026-08-20T20:50:08.994Z
3453,EM-3453-MN,MN,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,27,000,White Earth Indian Reservation,2026-08-20T20:50:08.994Z
3453,EM-3453-MN,MN,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,27,000,Upper Sioux Community (Indian Reservation),2026-08-20T20:50:08.994Z
3453,EM-3453-MN,MN,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,27,000,Sandy Lake Indian Reservation,2026-08-20T20:50:08.994Z
3453,EM-3453-MN,MN,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,27,000,Bois Forte (Nett Lake) Indian Reservation,2026-08-20T20:50:08.994Z
3453,EM-3453-MN,MN,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,27,000,Deer Creek Indian Reservation,2026-08-20T20:50:08.994Z
3453,EM-3453-MN,MN,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,27,000,Fond du Lac Indian Reservation,2026-08-20T20:50:08.994Z
3453,EM-3453-MN,MN,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,27,000,Grand Portage Indian Reservation,2026-08-20T20:50:08.994Z
3453,EM-3453-MN,MN,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,27,000,Mille Lacs Indian Reservation,2026-08-20T20:50:08.994Z
3453,EM-3453-MN,MN,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,27,000,Vermillion Lake Indian Reservation,2026-08-20T20:50:08.994Z
3453,EM-3453-MN,MN,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,27,000,Leech Lake Indian Reservation,2026-08-20T20:50:08.994Z
3448,EM-3448-VA,VA,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,51,000,Mattaponi Indian Reservation,2026-08-20T20:50:08.994Z
3448,EM-3448-VA,VA,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,51,000,Pamunkey Indian Reservation,2026-08-20T20:50:08.994Z
3448,EM-3448-VA,VA,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,51,000,Eastern Chickahominy (TDSA),2026-08-20T20:50:08.994Z
3448,EM-3448-VA,VA,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,51,000,Chickahominy (TDSA),2026-08-20T20:50:08.994Z
3444,EM-3444-ME,ME,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,23,000,Aroostook Band of Micmac (TDSA),2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,South Fork Reservation and Trust Lands,2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Moapa River Indian Reservation,2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Carson Colony (Indian Reservation),2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Washoe Indian Reservation,2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Lovelock Colony (Reservation),2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Fort McDermitt Indian Reservation (Also OR),2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Stewart Community,2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Elko Colony (Reservation),2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Reno-Sparks Colony (Reservation),2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Fallon Colony (Reservation),2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Goshute Indian Reservation (Also UT),2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Yerington Indian Reservation,2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Walker River Indian Reservation,2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Duck Valley (Western Shoshone) Indian Reservation (A,2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Fallon Indian Reservation,2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Summit Lake Indian Reservation,2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Fort Mojave Indian Reservation (Also AZ),2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Las Vegas Colony (Reservation),2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Wells Colony (Reservation),2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Yomba Indian Reservation,2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Winnemucca Colony (Reservation),2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Campbell Ranch (Reservation),2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Duckwater Indian Reservation,2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Battle Mountain Reservation,2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Ely Colony (Reservation),2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Pyramid Lake Indian Reservation,2026-08-20T20:50:08.994Z
3443,EM-3443-NV,NV,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,32,000,Dresslerville Colony (Reservation),2026-08-20T20:50:08.994Z
3442,EM-3442-AZ,AZ,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,04,000,Maricopa Indian Reservation (Ak Chin),2026-08-20T20:50:08.994Z
3442,EM-3442-AZ,AZ,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,04,000,Hualapai Indian Reservation,2026-08-20T20:50:08.994Z
3442,EM-3442-AZ,AZ,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,04,000,Navajo Nation Reservation (Also NM and UT),2026-08-20T20:50:08.994Z
3442,EM-3442-AZ,AZ,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,04,000,San Carlos Indian Reservation,2026-08-20T20:50:08.994Z
3442,EM-3442-AZ,AZ,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,04,000,Cocopah Indian Reservation,2026-08-20T20:50:08.994Z
3442,EM-3442-AZ,AZ,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,04,000,Colorado River Indian Reservation (Also CA),2026-08-20T20:50:08.994Z
3442,EM-3442-AZ,AZ,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,04,000,Fort Yuma (Quechan) Indian Reservation (Also CA),2026-08-20T20:50:08.994Z
3442,EM-3442-AZ,AZ,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,04,000,Fort McDowell Indian Reservation,2026-08-20T20:50:08.994Z
3442,EM-3442-AZ,AZ,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,04,000,Yavapai-Apache Nation Indian Reservation,2026-08-20T20:50:08.994Z
3442,EM-3442-AZ,AZ,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,04,000,Salt River Pima-Maricopa Indian Community,2026-08-20T20:50:08.994Z
3442,EM-3442-AZ,AZ,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,04,000,Hopi Indian Reservation,2026-08-20T20:50:08.994Z
3442,EM-3442-AZ,AZ,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,04,000,White Mountain Apache Tribe,2026-08-20T20:50:08.994Z
3442,EM-3442-AZ,AZ,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,04,000,Tonto Apache Reservation,2026-08-20T20:50:08.994Z
3442,EM-3442-AZ,AZ,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,04,000,Kaibab Indian Reservation,2026-08-20T20:50:08.994Z
3442,EM-3442-AZ,AZ,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,04,000,Fort Mojave Indian Reservation (Also CA),2026-08-20T20:50:08.994Z
3442,EM-3442-AZ,AZ,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,04,000,Pascua Yaqui Indian Reservation,2026-08-20T20:50:08.994Z
3442,EM-3442-AZ,AZ,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,04,000,Tohono O'odham Reservation and Trust Lands,2026-08-20T20:50:08.994Z
3442,EM-3442-AZ,AZ,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,04,000,Zuni Pueblo (Indian Reservation),2026-08-20T20:50:08.994Z
3442,EM-3442-AZ,AZ,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,04,000,Gila River Indian Reservation,2026-08-20T20:50:08.994Z
3442,EM-3442-AZ,AZ,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,04,000,Yavapai Indian Reservation,2026-08-20T20:50:08.994Z
3442,EM-3442-AZ,AZ,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,04,000,Havasupai Indian Reservation,2026-08-20T20:50:08.994Z
3439,EM-3439-CT,CT,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,09,000,Mashantucket Pequot Indian Reservation,2026-08-20T20:50:08.994Z
3436,EM-3436-CO,CO,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,08,000,Ute Mountain Indian Reservation (Also NM),2026-08-20T20:50:08.994Z
3436,EM-3436-CO,CO,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,08,000,Southern Ute Indian Reservation,2026-08-20T20:50:08.994Z
3434,EM-3434-NY,NY,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,36,000,Oneida (East) Indian Reservation,2026-08-20T20:50:08.994Z
3434,EM-3434-NY,NY,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,36,000,Cayuga Nation (TDSA),2026-08-20T20:50:08.994Z
3423,EM-3423-NC,NC,EM,2019-09-03T00:00:00.000Z,Hurricane,2019-09-01T00:00:00.000Z,2019-09-09T00:00:00.000Z,37,000,Eastern Band of Cherokee Indians,2026-08-20T20:50:08.994Z
3421,EM-3421-SC,SC,EM,2019-09-01T00:00:00.000Z,Hurricane,2019-08-31T00:00:00.000Z,2019-09-06T00:00:00.000Z,45,000,Catawba Indian Nation,2026-08-20T20:50:08.994Z
3420,EM-3420-FL,FL,EM,2019-08-31T00:00:00.000Z,Hurricane,2019-08-28T00:00:00.000Z,2019-09-04T00:00:00.000Z,12,000,Brighton Indian Reservation,2026-08-20T20:50:08.994Z
3420,EM-3420-FL,FL,EM,2019-08-31T00:00:00.000Z,Hurricane,2019-08-28T00:00:00.000Z,2019-09-04T00:00:00.000Z,12,000,Tampa Reservation,2026-08-20T20:50:08.994Z
3420,EM-3420-FL,FL,EM,2019-08-31T00:00:00.000Z,Hurricane,2019-08-28T00:00:00.000Z,2019-09-04T00:00:00.000Z,12,000,Immokalee Indian Reservation,2026-08-20T20:50:08.994Z
3420,EM-3420-FL,FL,EM,2019-08-31T00:00:00.000Z,Hurricane,2019-08-28T00:00:00.000Z,2019-09-04T00:00:00.000Z,12,000,Big Cypress Indian Reservation,2026-08-20T20:50:08.994Z
3420,EM-3420-FL,FL,EM,2019-08-31T00:00:00.000Z,Hurricane,2019-08-28T00:00:00.000Z,2019-09-04T00:00:00.000Z,12,000,Hollywood Indian Reservation,2026-08-20T20:50:08.994Z
3420,EM-3420-FL,FL,EM,2019-08-31T00:00:00.000Z,Hurricane,2019-08-28T00:00:00.000Z,2019-09-04T00:00:00.000Z,12,000,Fort Pierce Indian Reservation,2026-08-20T20:50:08.994Z
3407,EM-3407-AL,AL,EM,2018-10-12T00:00:00.000Z,Hurricane,2018-10-10T00:00:00.000Z,2018-10-13T00:00:00.000Z,01,000,Poarch Band of Creek Indians,2026-08-20T20:50:08.994Z
3401,EM-3401-NC,NC,EM,2018-09-10T00:00:00.000Z,Hurricane,2018-09-07T00:00:00.000Z,2018-09-29T00:00:00.000Z,37,000,Eastern Band of Cherokee Indians,2026-08-20T20:50:08.994Z
3400,EM-3400-SC,SC,EM,2018-09-10T00:00:00.000Z,Hurricane,2018-09-08T00:00:00.000Z,2018-10-08T00:00:00.000Z,45,000,Catawba Indian Nation,2026-08-20T20:50:08.994Z
3394,EM-3394-AL,AL,EM,2017-10-08T00:00:00.000Z,Hurricane,2017-10-06T00:00:00.000Z,2017-10-10T00:00:00.000Z,01,000,Poarch Band of Creek Indians,2026-08-20T20:50:08.994Z
3389,EM-3389-AL,AL,EM,2017-09-11T00:00:00.000Z,Hurricane,2017-09-08T00:00:00.000Z,2017-09-14T00:00:00.000Z,01,000,Poarch Band of Creek Indians,2026-08-20T20:50:08.994Z
3388,EM-3388-FL,FL,EM,2017-09-08T00:00:00.000Z,Hurricane,2017-09-04T00:00:00.000Z,2017-10-04T00:00:00.000Z,12,000,Hollywood Indian Reservation,2026-08-20T20:50:08.994Z
3386,EM-3386-SC,SC,EM,2017-09-07T00:00:00.000Z,Hurricane,2017-09-06T00:00:00.000Z,2017-09-13T00:00:00.000Z,45,000,Catawba Indian Nation,2026-08-20T20:50:08.994Z
3378,EM-3378-SC,SC,EM,2016-10-06T00:00:00.000Z,Hurricane,2016-10-04T00:00:00.000Z,2016-10-30T00:00:00.000Z,45,000,Catawba Indian Nation,2026-08-20T20:50:08.994Z
3373,EM-3373-SC,SC,EM,2015-10-03T00:00:00.000Z,Severe Storm,2015-10-01T00:00:00.000Z,2015-10-23T00:00:00.000Z,45,000,Catawba Indian Nation,2026-08-20T20:50:08.994Z
3372,EM-3372-WA,WA,EM,2015-08-21T00:00:00.000Z,Fire,2015-08-13T00:00:00.000Z,2015-09-10T00:00:00.000Z,53,000,Colville Indian Reservation,2026-08-20T20:50:08.994Z
3372,EM-3372-WA,WA,EM,2015-08-21T00:00:00.000Z,Fire,2015-08-13T00:00:00.000Z,2015-09-10T00:00:00.000Z,53,000,Yakama Reservation,2026-08-20T20:50:08.994Z
3372,EM-3372-WA,WA,EM,2015-08-21T00:00:00.000Z,Fire,2015-08-13T00:00:00.000Z,2015-09-10T00:00:00.000Z,53,000,Spokane Indian Reservation,2026-08-20T20:50:08.994Z
3372,EM-3372-WA,WA,EM,2015-08-21T00:00:00.000Z,Fire,2015-08-13T00:00:00.000Z,2015-09-10T00:00:00.000Z,53,000,Kalispel Indian Reservation,2026-08-20T20:50:08.994Z
3371,EM-3371-WA,WA,EM,2014-07-23T00:00:00.000Z,Fire,2014-07-09T00:00:00.000Z,2014-08-05T00:00:00.000Z,53,000,Colville Indian Reservation,2026-08-20T20:50:08.994Z
3361,EM-3361-CT,CT,EM,2013-02-10T00:00:00.000Z,Severe Storm,2013-02-08T00:00:00.000Z,2013-02-11T00:00:00.000Z,09,000,Mashantucket Pequot Indian Reservation,2026-08-20T20:50:08.994Z
3359,EM-3359-VA,VA,EM,2012-10-29T00:00:00.000Z,Hurricane,2012-10-26T00:00:00.000Z,2012-11-01T00:00:00.000Z,51,000,Pamunkey Indian Reservation,2026-08-20T20:50:08.994Z
3359,EM-3359-VA,VA,EM,2012-10-29T00:00:00.000Z,Hurricane,2012-10-26T00:00:00.000Z,2012-11-01T00:00:00.000Z,51,000,Mattaponi Indian Reservation,2026-08-20T20:50:08.994Z
3356,EM-3356-PA,PA,EM,2012-10-29T00:00:00.000Z,Hurricane,2012-10-26T00:00:00.000Z,2012-11-08T00:00:00.000Z,42,000,Statewide,2026-08-20T20:50:08.994Z
3318,EM-3318-ND,ND,EM,2011-04-07T00:00:00.000Z,Flood,2011-04-05T00:00:00.000Z,2011-07-01T00:00:00.000Z,38,000,Standing Rock Sioux Tribe of North & South Dakota,2026-08-20T20:50:08.994Z
3310,EM-3310-MN,MN,EM,2010-03-19T00:00:00.000Z,Flood,2010-03-01T00:00:00.000Z,2010-04-26T00:00:00.000Z,27,000,Upper Sioux Community (Indian Reservation),2026-08-20T20:50:08.994Z
3309,EM-3309-ND,ND,EM,2010-03-14T00:00:00.000Z,Flood,2010-02-26T00:00:00.000Z,2010-04-30T00:00:00.000Z,38,000,Spirit Lake Reservation,2026-08-20T20:50:08.994Z
3307,EM-3307-AZ,AZ,EM,2010-01-24T00:00:00.000Z,Severe Storm,2010-01-20T00:00:00.000Z,2010-01-29T00:00:00.000Z,04,000,Hopi Indian Reservation,2026-08-20T20:50:08.994Z
3307,EM-3307-AZ,AZ,EM,2010-01-24T00:00:00.000Z,Severe Storm,2010-01-20T00:00:00.000Z,2010-01-29T00:00:00.000Z,04,000,Navajo Nation Reservation (Also NM and UT),2026-08-20T20:50:08.994Z
3287,EM-3287-CA,CA,EM,2008-06-28T00:00:00.000Z,Fire,2008-06-20T00:00:00.000Z,2008-08-20T00:00:00.000Z,06,000,Yurok Indian Reservation,2026-08-20T20:50:08.994Z
3287,EM-3287-CA,CA,EM,2008-06-28T00:00:00.000Z,Fire,2008-06-20T00:00:00.000Z,2008-08-20T00:00:00.000Z,06,000,Hoopa Valley Indian Reservation,2026-08-20T20:50:08.994Z
3281,EM-3281-MO,MO,EM,2007-12-12T00:00:00.000Z,Severe Ice Storm,2007-12-08T00:00:00.000Z,2007-12-15T00:00:00.000Z,29,000,Statewide,2026-08-20T20:50:08.994Z
3261,EM-3261-TX,TX,EM,2005-09-21T00:00:00.000Z,Hurricane,2005-09-20T00:00:00.000Z,2005-10-14T00:00:00.000Z,48,000,Statewide,2026-08-20T20:50:08.994Z
3249,EM-3249-WI,WI,EM,2005-09-13T00:00:00.000Z,Hurricane,2005-08-29T00:00:00.000Z,2005-10-01T00:00:00.000Z,55,000,Statewide,2026-08-20T20:50:08.994Z
3196,EM-3196-ND,ND,EM,2004-04-02T00:00:00.000Z,Snowstorm,2004-01-23T00:00:00.000Z,2004-01-27T00:00:00.000Z,38,000,Fort Berthold Indian Reservation,2026-08-20T20:50:08.994Z
3186,EM-3186-NY,NY,EM,2003-08-23T00:00:00.000Z,Other,2003-08-14T00:00:00.000Z,2003-08-16T00:00:00.000Z,36,000,Oneida (East) Indian Reservation,2026-08-20T20:50:08.994Z
3186,EM-3186-NY,NY,EM,2003-08-23T00:00:00.000Z,Other,2003-08-14T00:00:00.000Z,2003-08-16T00:00:00.000Z,36,000,Cayuga Nation (TDSA),2026-08-20T20:50:08.994Z
3186,EM-3186-NY,NY,EM,2003-08-23T00:00:00.000Z,Other,2003-08-14T00:00:00.000Z,2003-08-16T00:00:00.000Z,36,000,Statewide,2026-08-20T20:50:08.994Z
2997,FM-2997-OK,OK,FM,2012-07-30T00:00:00.000Z,Fire,2012-07-30T00:00:00.000Z,2012-08-03T00:00:00.000Z,40,000,Statewide,2026-08-20T20:50:08.994Z
2933,FM-2933-NM,NM,FM,2011-06-26T00:00:00.000Z,Fire,2011-06-26T00:00:00.000Z,2011-08-25T00:00:00.000Z,35,000,Santa Clara Pueblo (Indian Reservation),2026-08-20T20:50:08.994Z
2933,FM-2933-NM,NM,FM,2011-06-26T00:00:00.000Z,Fire,2011-06-26T00:00:00.000Z,2011-08-25T00:00:00.000Z,35,000,Jemez Pueblo (Indian Reservation),2026-08-20T20:50:08.994Z
2933,FM-2933-NM,NM,FM,2011-06-26T00:00:00.000Z,Fire,2011-06-26T00:00:00.000Z,2011-08-25T00:00:00.000Z,35,000,Cochiti Pueblo (Indian Reservation),2026-08-20T20:50:08.994Z
2807,FM-2807-TX,TX,FM,2009-04-10T00:00:00.000Z,Fire,2009-04-09T00:00:00.000Z,2009-04-16T00:00:00.000Z,48,000,Statewide,2026-08-20T20:50:08.994Z
2799,FM-2799-OK,OK,FM,2009-03-05T00:00:00.000Z,Fire,2009-03-05T00:00:00.000Z,,40,000,Statewide,2026-08-20T20:50:08.994Z
2797,FM-2797-TX,TX,FM,2009-03-03T00:00:00.000Z,Fire,2009-03-03T00:00:00.000Z,2009-03-18T00:00:00.000Z,48,000,Statewide,2026-08-20T20:50:08.994Z
2703,FM-2703-UT,UT,FM,2007-06-30T00:00:00.000Z,Fire,2007-06-30T00:00:00.000Z,2007-07-05T00:00:00.000Z,49,000,Uintah and Ouray Indian Reservation,2026-08-20T20:50:08.994Z
2551,FM-2551-AK,AK,FM,2004-09-01T00:00:00.000Z,Fire,2004-08-09T00:00:00.000Z,2004-09-12T00:00:00.000Z,02,000,Dot Lake (ANV/ANVSA),2026-08-20T20:50:08.994Z
2551,FM-2551-AK,AK,FM,2004-09-01T00:00:00.000Z,Fire,2004-08-09T00:00:00.000Z,2004-09-12T00:00:00.000Z,02,000,Tanacross (ANV/ANVSA),2026-08-20T20:50:08.994Z
2551,FM-2551-AK,AK,FM,2004-09-01T00:00:00.000Z,Fire,2004-08-09T00:00:00.000Z,2004-09-12T00:00:00.000Z,02,000,Tetlin (ANV/ANVSA),2026-08-20T20:50:08.994Z
